"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Seviyeniz nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Ara zam / iyileştirme aldıysanız oranı hangi aralıkta?","Maaş / Aylık Türk Lirası cinsinden"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Tech Lead",Senior,"12 Yıl ve üzeri","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Golang
Kubernetes
Linux
Python
R
Rust
SQL","Türk Lirası",Net,%36-%50,"130.001 TL - 160.000 TL"
"Ağu 4, 2023",Erkek,"Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Data Analyst",Mid,"1-3 Yıl","Python
SQL","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Hayat sigortası",Türkiye,,Hybrid,301-600,"Oracle Developer",Mid,"3-5 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"34 İstanbul",Remote,1-50,"Software Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Golang
Javascript / Typescript ve bağlı framework'ler
No-code / Low-code Araçları
Python","Türk Lirası",Net,%21-%35,"11.402 TL ve altı"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Ofiste,1-50,"Fullstack Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler
PHP
SQL","Türk Lirası",Net,,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Hayat sigortası",Türkiye,,Remote,1.000-5.000,"Backend Developer / Engineer",Mid,"1-3 Yıl","C, C++
Java ve bağlı framework'ler","Türk Lirası",Net,%11-%20,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerce dhediye çeki
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerce dhediye çeki
Şirket aracı
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
İşçi tazminatı
Tıbbi izin",Türkiye,"16 Bursa",Hybrid,51-150,"Embedded Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Linux
Microsoft Office Araçları
Python
SQL","Türk Lirası",Net,%36-%50,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Ofiste,1-50,Diğer,Senior,"12 Yıl ve üzeri",PHP,"Türk Lirası",Net,,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Backend Developer / Engineer",Senior,"9-12 Yıl","Java ve bağlı framework'ler
SQL","Türk Lirası",Net,%36-%50,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1-50,"Project Manager",Mid,"3-5 Yıl","C# / .NET Framework
Flutter
Kotlin
Swift","Türk Lirası",Net,%5-%10,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Hybrid,"10.000 ve üzeri","Backend Developer / Engineer",Senior,"5-9 Yıl","C# / .NET Framework","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Kadın,"Personel servisi",Türkiye,"41 Kocaeli",Ofiste,"10.000 ve üzeri",Intern,Junior,"0-1 Yıl","Python
R
SQL","Türk Lirası",Net,%5-%10,"11.402 TL - 15.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"35 İzmir",Remote,1-50,"Engineering Manager",Senior,"12 Yıl ve üzeri","C# / .NET Framework
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux
NoSQL","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerce dhediye çeki",Türkiye,"50 Nevşehir",Ofiste,5.000-10.000,"AI - ML Developer / Engineer",Junior,"0-1 Yıl",SQL,"Meksika Pesosu",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"35 İzmir",Remote,1-50,"Game Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework","Türk Lirası",Net,%36-%50,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,301-600,"iOS Developer",Senior,"3-5 Yıl",Swift,"Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Tamamlayıcı sağlık sigortası
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Tıbbi izin","Yurt dışı","34 İstanbul",Remote,601-1.000,"Software Engineer",Senior,"3-5 Yıl","C# / .NET Framework
C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python
SQL",Dolar,Net,%11-%20,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Backend Developer / Engineer",Mid,"3-5 Yıl","Golang
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Kotlin
NoSQL","Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Data Scientist",Junior,"1-3 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
No-code / Low-code Araçları
Python
SQL","Türk Lirası",Brüt,"%51 ve üzeri","55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Mobile Developer(Cross Platform)",Senior,"3-5 Yıl",Flutter,"Türk Lirası",Brüt,%21-%35,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,1-50,"Backend Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,%11-%20,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Şirket aracı
Tamamlayıcı sağlık sigortası
Employee stock options
Hayat sigortası
Emeklilik planlama hizmetleri
Tıbbi izin",Türkiye,,Hybrid,"10.000 ve üzeri","Solution Developer / Specialist",Senior,"12 Yıl ve üzeri","ChatGPT
Microsoft Office Araçları
No-code / Low-code Araçları",Dolar,Brüt,%5-%10,"200.000 TL - 250.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"06 Ankara",Hybrid,151-300,"Frontend Developer / Engineer",Junior,"1-3 Yıl","DevOps araçları
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
SQL","Türk Lirası",Net,%36-%50,"18.001 TL - 20.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Hayat sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Android Developer",Junior,"1-3 Yıl",Kotlin,"Türk Lirası",Net,%36-%50,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Hayat sigortası
Emeklilik planlama hizmetleri",Türkiye,,Remote,5.000-10.000,"iOS Developer",Mid,"3-5 Yıl",Swift,"Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Şirket telefonu","Yurt dışı",,Remote,1-50,"Game Developer / Engineer",Senior,"5-9 Yıl","C# / .NET Framework
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)",Dolar,Net,"%51 ve üzeri","70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
Emeklilik planlama hizmetleri
İşsizlik sigortası",Türkiye,"34 İstanbul",Ofiste,"10.000 ve üzeri",Diğer,Junior,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Brüt,,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Fullstack Developer / Engineer",Mid,"5-9 Yıl","Javascript / Typescript ve bağlı framework'ler
PHP","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,601-1.000,"Frontend Developer / Engineer",Senior,"5-9 Yıl","Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları","Türk Lirası",Net,%21-%35,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Ofiste,1.000-5.000,Diğer,Mid,"1-3 Yıl","SAP
SQL","Türk Lirası",Brüt,%36-%50,"15.001 TL - 18.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri
Tıbbi izin",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Fullstack Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,%11-%20,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Tıbbi izin","Yurt dışı",,Remote,1-50,"Backend Developer / Engineer",Senior,"12 Yıl ve üzeri","Javascript / Typescript ve bağlı framework'ler
Linux
PHP
SQL",Euro,Net,%5-%10,"70.001 TL - 85.000 TL"
"Ağu 4, 2023",Erkek,"Özel günlerce dhediye çeki",Türkiye,"34 İstanbul",Remote,1-50,"Game Developer / Engineer",Mid,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket aracı
Erzak yardımı
Eğitim ödemeleri
Employee stock options
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"34 İstanbul",Hybrid,1-50,"Team Lead",Senior,"9-12 Yıl","C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
Python
R
SQL",Dolar,Net,%11-%20,"200.000 TL - 250.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası","Yurt dışı","34 İstanbul",Hybrid,"10.000 ve üzeri","Data Engineer",Mid,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Microsoft Office Araçları
NoSQL
Python
R
SQL",Dolar,Brüt,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1-50,"Frontend Developer / Engineer",Mid,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Tıbbi izin",Türkiye,"34 İstanbul",Remote,1-50,"Solution Developer / Specialist",Junior,"0-1 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Java ve bağlı framework'ler
No-code / Low-code Araçları","Türk Lirası",Net,"%51 ve üzeri","20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,1.000-5.000,"Software Engineer",Junior,"1-3 Yıl","C# / .NET Framework
C, C++","Türk Lirası",Brüt,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,1-50,"Backend Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
NoSQL
Python
SQL","Türk Lirası",Net,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Tıbbi izin",Türkiye,"06 Ankara",Ofiste,301-600,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Python
SQL","Türk Lirası",Net,"%51 ve üzeri","25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
Emeklilik planlama hizmetleri",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Software Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL","Türk Lirası",Brüt,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Kadın,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Hybrid,5.000-10.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework","Türk Lirası",Net,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri",Türkiye,"34 İstanbul",Remote,1.000-5.000,Diğer,Junior,"1-3 Yıl","C# / .NET Framework
C, C++
ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Microsoft Office Araçları
No-code / Low-code Araçları
SAP
SQL","Türk Lirası",Brüt,%36-%50,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,151-300,"Backend Developer / Engineer",Senior,"5-9 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,151-300,"Frontend Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,51-150,"Backend Developer / Engineer",Senior,"9-12 Yıl","Golang
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri
Tıbbi izin",Türkiye,"54 Sakarya",Hybrid,1.000-5.000,"Embedded Developer / Engineer",Junior,"0-1 Yıl","C, C++
No-code / Low-code Araçları","Türk Lirası",Net,%21-%35,"25.001 TL - 30.000 TL"
"Ağu 4, 2023",Erkek,"Personel servisi
İşsizlik sigortası
İşçi tazminatı",Türkiye,"16 Bursa",Hybrid,1.000-5.000,"AI - ML Developer / Engineer",Mid,"1-3 Yıl","C, C++
Python","Türk Lirası",Net,%36-%50,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
İşsizlik sigortası",Türkiye,"41 Kocaeli",Remote,1.000-5.000,"Software Engineer",Junior,"0-1 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
No-code / Low-code Araçları
SQL","Türk Lirası",Net,%21-%35,"11.402 TL - 15.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Tıbbi izin",Türkiye,"34 İstanbul",Remote,51-150,"Android Developer",Junior,"1-3 Yıl","ChatGPT
Figma / XD ve diğer tasarım araçları
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kotlin","Türk Lirası",Net,%11-%20,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,,"18.001 TL - 20.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Q/A - Test Automation Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
NoSQL
SQL","Türk Lirası",Brüt,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Brüt,%21-%35,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Android Developer",Senior,"5-9 Yıl","Java ve bağlı framework'ler
Kotlin","Türk Lirası",Net,%21-%35,"55.001 TL - 70.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"06 Ankara",Ofiste,"10.000 ve üzeri","Frontend Developer / Engineer",Junior,"3-5 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,%21-%35,"30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Erzak yardımı",Türkiye,"06 Ankara",Hybrid,1-50,"AI - ML Developer / Engineer",Mid,"5-9 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
Docker / containerd / Hyper-V / LXC / Podman
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
R
SAP","Türk Lirası",Brüt,%21-%35,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Software Architect",Senior,"12 Yıl ve üzeri","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Kubernetes
Linux
SQL","Türk Lirası",Brüt,%21-%35,"85.001 TL - 100.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Hybrid,301-600,"Backend Developer / Engineer",Senior,"3-5 Yıl","C# / .NET Framework","Türk Lirası",Net,%11-%20,"37.001 TL - 45.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Q/A - Test Automation Engineer",Mid,"1-3 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,"%51 ve üzeri","30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Remote,"10.000 ve üzeri","Product Owner",Senior,"9-12 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Brüt,%11-%20,"130.001 TL - 160.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası",Türkiye,"34 İstanbul",Remote,1.000-5.000,"Android Developer",Junior,"1-3 Yıl",Kotlin,"Türk Lirası",Net,%21-%35,"45.001 TL - 55.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Özel günlerce dhediye çeki
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Emeklilik planlama hizmetleri",Türkiye,"34 İstanbul",Remote,151-300,"AI - ML Developer / Engineer",Junior,"0-1 Yıl",Python,"Türk Lirası",Net,%11-%20,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Eğitim ödemeleri
Hayat sigortası",Türkiye,"34 İstanbul",Hybrid,601-1.000,"Data Scientist",Junior,"1-3 Yıl","ChatGPT
Python
SQL","Türk Lirası",Brüt,"%51 ve üzeri","30.001 TL - 37.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Yol / yakıt yardımı",Türkiye,"34 İstanbul",Remote,51-150,"Q/A - Test Automation Engineer",Mid,"1-3 Yıl","C# / .NET Framework
SQL","Türk Lirası",Net,%5-%10,"20.001 TL - 25.000 TL"
"Ağu 4, 2023",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"06 Ankara",Ofiste,601-1.000,"CTO (Chief Technology Officer)",Senior,"12 Yıl ve üzeri","Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP
SQL","Türk Lirası",Net,%36-%50,"55.001 TL - 70.000 TL"
